user-id,user-age,user-gender,user-nationality,user-knowledge,user-loyalty,user-loan,user-income,user-savings,user-properties,user-riskAversion,user-marital,user-dependents,user-pension,product-type,product-risk,product-term,product-yield,transaction-id,year,month,score
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,stock,low,30,low,T5141,2015,2,0.2015199525189963
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,stock,high,5,high,T5142,2019,2,0.2691068170836179
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,bond,medium,30,medium,T5143,2019,5,0.6181844656735224
ID558,34,male,local,medium,new,no,8421,102204,4,low,single,1,830414,stock,high,30,high,T5144,2016,6,0.596246315269412
ID558,34,male,local,medium,new,no,8421,102204,4,low,single,1,830414,etf,medium,1,medium,T5145,2018,9,0.22875386709382534
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,etf,low,10,low,T5146,2018,1,0.08517047326161375
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,bond,high,20,high,T5147,2018,11,0.6453102840876259
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,etf,medium,5,medium,T5148,2019,1,0.7973213670070042
ID560,42,male,local,low,sporadic,yes,10636,165589,3,high,married,0,2014509,etf,low,30,low,T5149,2019,1,0.04944400885186423
ID560,42,male,local,low,sporadic,yes,10636,165589,3,high,married,0,2014509,etf,high,10,high,T5150,2018,3,0.7147101583316455
ID561,44,female,local,low,long-term,no,12208,83768,5,high,married,0,1162903,etf,low,30,low,T5151,2016,4,0.5752813935129379
ID562,35,male,foreign,medium,sporadic,no,8647,40150,0,low,married,0,1706978,stock,medium,1,medium,T5152,2018,3,0.6850884344802693
ID562,35,male,foreign,medium,sporadic,no,8647,40150,0,low,married,0,1706978,etf,high,1,high,T5153,2018,10,0.22307781873422278
ID564,36,female,local,low,new,no,9189,52120,0,low,divorced,0,1319340,bond,medium,1,medium,T5154,2016,1,0.9085387806848213
ID564,36,female,local,low,new,no,9189,52120,0,low,divorced,0,1319340,etf,low,10,low,T5155,2019,6,0.1194144847497926
ID565,23,female,local,low,new,no,3792,42491,1,low,single,4,117484,etf,low,10,low,T5156,2018,8,0.8906127460775319
ID566,43,female,local,low,new,no,11727,168288,0,high,single,0,1585254,stock,high,5,high,T5157,2017,9,0.07537581973574248
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,stock,high,1,high,T5158,2018,9,0.7499941789266281
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,etf,low,10,low,T5159,2018,7,0.2491076749639643
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,stock,low,1,low,T5160,2016,3,0.6324090328559666
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,etf,low,5,low,T5161,2017,3,0.6489722301543329
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,etf,high,5,high,T5162,2019,4,0.015347864886645746
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,etf,high,10,high,T5163,2018,2,0.1287557472325166
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,stock,high,5,high,T5164,2015,3,0.6797196356491477
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,bond,medium,5,medium,T5165,2018,9,0.139287903225022
ID571,25,female,foreign,low,new,no,3789,37052,3,low,single,2,185268,stock,high,10,high,T5168,2015,12,0.754405913305525
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,medium,30,medium,T5169,2017,8,0.5903919684961902
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,high,10,high,T5170,2017,2,0.0
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,medium,20,medium,T5171,2018,8,0.8927318853866884
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,bond,low,10,low,T5172,2018,5,0.18947128609175184
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,low,10,low,T5173,2019,6,0.7323227968190222
ID573,31,female,local,low,new,yes,6325,112234,3,low,married,0,924680,stock,high,5,high,T5174,2018,8,0.5276403229018687
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,etf,high,30,high,T5175,2018,1,0.5931467426884478
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,bond,low,10,low,T5176,2015,3,0.0
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,etf,low,10,low,T5177,2016,8,0.8505507108367223
ID575,49,female,local,low,new,yes,14630,103989,1,high,married,0,10730804,etf,low,10,low,T5178,2018,5,0.7181658646549018
ID575,49,female,local,low,new,yes,14630,103989,1,high,married,0,10730804,stock,low,5,low,T5179,2016,9,0.1670444626339253
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,bond,low,5,low,T5180,2015,9,0.6391468401431745
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,etf,high,5,high,T5181,2018,1,0.6413766445512431
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,bond,low,1,low,T5182,2015,4,0.9259691542063107
ID578,37,female,local,low,sporadic,no,8737,64250,2,low,single,0,764096,stock,medium,5,medium,T5183,2019,3,0.5529953709257613
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,high,10,high,T5184,2019,2,0.7308364353331168
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,medium,10,medium,T5185,2015,5,0.6691665426989987
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,bond,high,5,high,T5186,2018,8,0.5091210493331279
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,low,10,low,T5187,2015,4,0.6170159826042794
ID580,31,male,local,low,new,no,7297,59067,3,low,married,0,889830,etf,low,1,low,T5188,2016,11,1.0
ID583,31,female,local,low,new,no,7074,53244,1,low,married,0,922500,etf,low,10,low,T5189,2017,11,0.0
ID584,41,male,local,medium,sporadic,no,11407,89495,0,high,single,0,2200600,etf,high,30,high,T5190,2018,11,0.04898250412447269
ID585,43,female,local,low,new,yes,11716,123098,0,high,married,0,1566532,etf,high,30,high,T5191,2018,10,0.06051078751706829
ID586,39,female,local,low,sporadic,no,9177,89652,3,low,married,0,1701432,stock,low,5,low,T5192,2019,1,0.0
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,stock,low,30,low,T5193,2018,3,0.08696428136668027
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,high,30,high,T5194,2018,7,0.09662855202107296
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,high,30,high,T5195,2018,3,0.7639555518080509
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,medium,1,medium,T5196,2017,8,0.5284968994942478
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5197,2018,4,0.09000941365930881
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5198,2016,3,0.7680883380793375
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,5,high,T5199,2018,2,0.561530194678434
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,bond,medium,10,medium,T5200,2018,3,0.5926968094294982
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5201,2015,9,0.1495262879530574
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,5,high,T5202,2017,3,0.5915768002644839
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,stock,high,20,high,T5203,2017,9,0.8795661230203988
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,30,high,T5204,2015,8,0.16928561799613068
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,stock,medium,5,medium,T5205,2016,8,0.6873031758447135
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,medium,5,medium,T5206,2018,8,0.05846896378241878
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,high,1,high,T5207,2018,3,0.7560587227598234
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,stock,medium,1,medium,T5208,2017,12,0.5208797005166128
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,medium,10,medium,T5209,2018,7,0.7499190120405228
ID591,50,female,local,low,new,no,14672,108250,3,high,married,2,5671240,etf,low,1,low,T5210,2018,6,0.05486132832576718
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,bond,high,20,high,T5211,2017,1,0.9387388536387016
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,etf,high,1,high,T5212,2018,12,0.6760112280569894
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,etf,high,5,high,T5213,2018,12,0.5301771641008484
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,stock,medium,5,medium,T5214,2019,6,0.871942995431199
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,stock,high,5,high,T5215,2015,4,0.12415440494668822
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,bond,high,5,high,T5216,2017,9,0.5982196504081162
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,etf,high,5,high,T5217,2016,7,0.06868067484370666
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,stock,medium,10,medium,T5218,2016,7,0.6071765488433043
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,bond,medium,30,medium,T5219,2017,2,0.0384686286524048
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,bond,low,30,low,T5220,2018,4,0.12873336104537592
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,etf,medium,20,medium,T5221,2017,4,0.5186532315689942
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,10,high,T5222,2018,6,0.7504495183737894
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,1,high,T5223,2018,8,0.5086520944657378
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,5,high,T5224,2018,2,0.7438660854276837
ID595,28,male,foreign,low,new,no,5973,109275,1,low,married,1,566209,etf,high,10,high,T5225,2015,8,0.5406343043576209
ID595,28,male,foreign,low,new,no,5973,109275,1,low,married,1,566209,etf,low,5,low,T5226,2015,12,0.6521637611927837
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,stock,low,1,low,T5232,2019,2,0.9935468334936428
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,etf,low,10,low,T5233,2015,3,0.28308852417581115
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,stock,low,10,low,T5234,2017,5,0.8159942967320728
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,bond,low,30,low,T5235,2015,6,0.5417920974649213
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,stock,low,10,low,T5236,2016,9,0.8102018492381179
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,etf,high,30,high,T5237,2018,2,0.19804256751014454
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,etf,high,30,high,T5238,2016,8,0.7116629221314679
